ID,Site,Context,Country,Longitude,Latitude,Condition,ATU,ATU2,NAT,Reference(s),Site Type,Dating Method,Event (Rasmussen et al. 2014),Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Chronozone (Relative),Relative Date (method),LTP Association,TP present,Burinated,Tephra Association,File Type,Scale,Out,Ldk,RD,FN,Additional Information,OTT,Continuous vs. Discontinuous,Retouch position
48,Abri Rochedane,Abri Rochedane (C1),France,6.76,47.34,Whole,Azilian,Unspecified,Backed Point (Unspecified),Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11090,260,Ly-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_C1_5,,Y,Continuous,Right
49,Abri Rochedane,Abri Rochedane (C1),France,6.76,47.34,Whole,Azilian,Unspecified,Backed Point (Unspecified),Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11090,260,Ly-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_C1_7,,Y,Continuous,Right
50,Abri Rochedane,Abri Rochedane (C1),France,6.76,47.34,Whole,Azilian,Unspecified,Appelscha Point,Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11090,260,Ly-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_C1_8,,Y,Continuous,Left
51,Abri Rochedane,Abri Rochedane (C1),France,6.76,47.34,Whole,Azilian,Unspecified,Westerbeck Point,Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11090,260,Ly-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_C1_9,,Y,Continuous,Left
52,Abri Rochedane,Abri Rochedane (D1-D2),France,6.76,47.34,Whole,Azilian,Valorguian,Azilian/Federmesser Point,Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11090,260,Ly-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_D1_D2_1,,Y,Continuous,Left
53,Abri Rochedane,Abri Rochedane (D1-D2),France,6.76,47.34,Whole,Azilian,Valorguian,Backed Point (Unspecified),Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11060,470,Ly-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_D1_D2_2,,Y,Continuous,Left
54,Abri Rochedane,Abri Rochedane (D1-D2),France,6.76,47.34,Whole,Azilian,Valorguian,Backed Point (Unspecified),Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11060,470,Ly-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_D1_D2_5,,Y,Continuous,Right
55,Abri Rochedane,Abri Rochedane (D1-D2),France,6.76,47.34,Whole,Azilian,Valorguian,Backed Point (Unspecified),Thevenin 1982a; Thevenin 1982b; Straus 1985; Thevenin 1989,Excavation,Absolute,,,11060,470,Ly-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Abri_Rochedane_D1_D2_6,,Y,Continuous,Right
56,Ahrenshöft,Ahrenshöft (58A),Germany,9.1,54.59,Whole,Federmesser,Wehlener,Backed Point (Unspecified),Hingst 1957; Hartz 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Allerod,Typology,N,-,N,N,2D,Y,X,,N,Ahrenshoft_58A_1,,Y,Continuous,Right
57,Ahrenshöft,Ahrenshöft (58A),Germany,9.1,54.59,Whole,Federmesser,Wehlener,Azilian/Federmesser Point,Hingst 1957; Hartz 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Allerod,Typology,N,-,N,N,2D,Y,X,,N,Ahrenshoft_58A_2,,Y,Continuous,Left
58,Ahrenshöft,Ahrenshöft (58A),Germany,9.1,54.59,Whole,Federmesser,Wehlener,Backed Point (Unspecified),Hingst 1957; Hartz 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Allerod,Typology,N,-,N,N,2D,Y,X,,N,Ahrenshoft_58A_4,,Y,Continuous,Right
59,Ahrenshöft,Ahrenshöft (58A),Germany,9.1,54.59,Whole,Federmesser,Wehlener,Backed Point (Unspecified),Hingst 1957; Hartz 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Allerod,Typology,N,-,N,N,2D,Y,X,,N,Ahrenshoft_58A_5,,Y,Continuous,Right
60,Aichbühler Bucht,Aichbühler Bucht (A),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_A_1,,Y,Continuous,Left
61,Aichbühler Bucht,Aichbühler Bucht (A),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_A_2,,Y,Continuous,Left
62,Aichbühler Bucht,Aichbühler Bucht (B),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_B_1,,Y,Continuous,Right
63,Aichbühler Bucht,Aichbühler Bucht (B),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_B_2,,Y,Continuous,Left
64,Aichbühler Bucht,Aichbühler Bucht (C),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_C_1,,Y,Continuous,Right
65,Aichbühler Bucht,Aichbühler Bucht (D),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,Y,N,2D,Y,X,,N,Alchbuhler_Bucht_D_1,,Y,Discontinuous,Left
66,Aichbühler Bucht,Aichbühler Bucht (D),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_D_2,,Y,Continuous,Right
67,Aichbühler Bucht,Aichbühler Bucht (D),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_D_3,,Y,Continuous,Right
68,Aichbühler Bucht,Aichbühler Bucht (D),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Appelscha Point,Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_D_4,,Y,Continuous,Right
69,Aichbühler Bucht,Aichbühler Bucht (E),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_E_1,,Y,Continuous,Right
70,Aichbühler Bucht,Aichbühler Bucht (E),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Appelscha Point,Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,Y,N,2D,Y,X,,N,Alchbuhler_Bucht_E_2,,Y,Continuous,Left
71,Aichbühler Bucht,Aichbühler Bucht (F),Germany,9.58,48.05,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Eberhardt et al. 1987,Surface Collection,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Allerod-Dryas III,Typology,N,-,N,N,2D,Y,X,,N,Alchbuhler_Bucht_F_1,,Y,Continuous,Left
72,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (3A),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Cheddar Point,Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_3A_2,,Y,Continuous,Right
73,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (3A),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Cheddar Point,Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_3A_3,,Y,Continuous,Right
74,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (3B),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_3B_2,,Y,Discontinuous,Left
75,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (Schicht 2),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Malaurie Point,Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_Schicht_2_1,,Y,Continuous,Right
76,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (Schicht 2),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_Schicht_2_2,,Y,Continuous,Right
77,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (Schicht 2),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_Schicht_2_3,,Y,Continuous,Left
78,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (Schicht 2),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_Schicht_2_4,,Y,Discontinuous,Left
79,Allendorf-Fuchskirche,Allendorf-Fuchskirche 1 (Schicht 2),Germany,11.31,50.68,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Feustel 1963; Feustel and Musil 1977b; Feustel 1979,Excavation,Absolute,,AMS,12158,50,KIA-12925,,12232,50,KIA-12926,,12030,52,KIA-12927,,12721,65,KIA-12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle-Late Allerod,Typology,N,-,N,N,2D,Y,X,,N,Allendorf_Fuchsckirche_1_Schicht_2_5,,Y,Continuous,Both
80,Alt Duvenstedt,Alt Duvenstedt (LA85),Germany,9.61,54.38,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Clausen and Hartz 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Stratigraphy,Y,AB,N,N,2D,Y,X,,N,Alt_Duvenstedt_LA85,,Y,Continuous,Right
81,Alt Duvenstedt,Alt Duvenstedt (LA89),Germany,9.61,54.38,Whole,Unspecified,Unspecified,Cheddar Point,Clausen and Hartz 1988,Excavation,Relative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Stratigraphy,N,-,N,N,2D,Y,X,,N,Alt_Duvenstedt_LA89,,Y,Continuous,Left
82,Altenberg,Altenberg,Germany,10.98,49.46,Whole,Unspecified,Atzenhofer,Backed Point (Unspecified),Schönweiß and Schönweiß 1957; Freund 1963; Schönweiß 1974; Herramhof et al. 1988,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Altenberg_1,,Y,Continuous,Left
83,Altencelle,Altencelle (F41),Germany,10.14,52.59,Whole,Unspecified,Unspecified,Appelscha Point,Breest 1993,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Altencelle_F41,,Y,Continuous,Left
84,Altessing,Altessing,Germany,11.77,48.97,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Schorer 1957,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Altessing_1,,Y,Continuous,Right
85,Altliebel,Altliebel,Germany,14.7,51.48,Whole,Unspecified,Unspecified,Backed Point (Unspecified),Geupel 1987,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Altliebel_1,,Y,Continuous,Left
86,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_1,,Y,Continuous,Left
87,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_10,,Y,Continuous,Left
88,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_11,,Y,Continuous,Left
89,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_12,,Y,Continuous,Right
90,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_13,,Y,Continuous,Right
91,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_14,,Y,Continuous,Left
92,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_15,,Y,Continuous,Right
93,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Kalbe Point,Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_16,,Y,Continuous,Right
94,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_2,,Y,Continuous,Left
95,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_3,,Y,Continuous,Left
96,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_4,,Y,Continuous,Left
97,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,Y,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_5,,Y,Continuous,Left
98,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_6,,Y,Continuous,Left
99,Andernach-Martinsberg,Andernach-Martinsberg (Ankäufe),Germany,7.33,50.46,Whole,Federmesser,Unspecified,Backed Point (Unspecified),Schwabedissen 1951; Schwabedissen 1954; Taute 1971; Bosinski and Hahn 1972; Bolus 1984; Bolus 1991; Bosinski 1992; Street et al. 1994,Surface Collection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,N,-,N,N,2D,Y,X,,N,Andernach_Martinsberg_Ankaufe_7,,Y,Continuous,Right
